tweet,Compund_Score,Sentiment
Official Mini Fill in the Siakad Portal Fill in the UKT payment,0.0,Positif
Haloo TemanTeman Physics UNJ Fill in the Evaluation of the Siakad UNJ semester lecture,0.0,Positif
"Alhamdulillah, fortunately it's hard to open like Siakad UNJ Bismillah Stage",0.2732,Positif
Application Open IPK Bas Basic for Android Siakad UNJ Web Access,0.0,Positif
Siakad unj albiruni's web access,0.0,Positif
new schedule to pay ukt slowly on February according to siakad,-0.1027,Negatif
"UJ Sorry Min, ask to pay for the ukt, why is it different from the siakadthx",-0.1779,Negatif
server siakad unj gatau org waiting for ip like a hemorrhoid,0.3612,Positif
PIPS Students Please Fill KRS Tomorrow August Siakad,0.3182,Positif
Open Siakad Enter the Sunshine code according to the class,0.4939,Positif
This is the same,0.0,Positif
DJ Ryanski discusses Siakad UNJ SIAKAD,0.0,Positif
UNJ MABA KA MABA ISI SIAKAD,0.0,Positif
Fill in the KRS Siakad Maba UNJ Min Unj Official,0.0,Positif
Siakad UNJ I mean log in using the registration number not even entering,0.0772,Positif
UKT payment transaction number from the bank is a deck so your password can login siakad,0.0772,Positif
UNJ Ka Receive Bidikmisi SBMPTN Pathway Filling KRS Siakad Cannot Because Belumbayar Tuition fees,0.0,Positif
Cont MPA Socialization Socialization Fill in the KRS Siakad Code Thank you,0.3612,Positif
CONCE SECTION CODE KRS MABA BURN INPUTED SIAKAD BLM FOR CLASS CONTENTS,0.0,Positif
full requirements of the minimum GPA of DHS Collective DHS KHS Siakad,0.0,Positif
assume friends mandate ama siakad unj try to live,0.4767,Positif
"Try again, sis, sis, MABA UNJ INPUT BIODATA PORTAL SIAKAD GABISA LOG IN",0.0,Positif
lazy siakad unj rich gin,0.2732,Positif
Excuse me sis asking for Maba not to log in Siakad UNJ,0.0772,Positif
"Sis, I entered UNJ SBMPTN I finished the file after the contents of the web biodata of Siakad fit",0.3612,Positif
UNJ KA BIODATA SIAKAD BIODATA Level of Degree Degree,0.0,Positif
UNJ Sis already fill in the biodata siakad wait sis,0.0,Positif
yes UNJ Pay UKT Menu Pay Siakad Entry,0.2263,Positif
UNJ Asking Fill in Siakad Online Thx,0.3612,Positif
PPDB web annoying it exceeds Siakad UNJ,-0.4019,Negatif
Reminder Friend Maba Blm Blm Input Biodata Siakad soon,0.4939,Positif
UNJ Siakad Total Value of UAN Diploma Notes Using Digit Values,0.659,Positif
UNJ KA FILL SIAKAD MABA BIODATA Form Contents,0.0,Positif
"UNJ min, the total value of the Siakad diploma according to the subject of the United State School",0.6697,Positif
UNJ KA KAI SIAKAD TRAND,0.0,Positif
just info civilians ip semester akses siakad good luck,0.7096,Positif
Ohiya Siakad's Study Card Already Open the Lgsg Website Achievement Index,0.0,Positif
Hi good night asking the name number Ka Septi Hit Siakad,0.4939,Positif
"UNJ Min Login Siakad Password is wrong, bro",-0.4767,Negatif
"wkwk I filled in siakad helping uj I don't know me, I don't want it",0.2448,Positif
MABA BIDIKMISI LOGIN SIAKAD Username Password Digit Baak Number,0.0772,Positif
Login Siakad Username Digit Baak Password NMR NMR Transaction Tera Slip BNI,0.0,Positif
Reminder assalamualaikum,0.0,Positif
"Info Seeing the Siakad Semester Value, please be patient",0.5719,Positif
UNJ MIN MABA CIVIL ENGINEERING PASSWORD SIAKAD,0.0,Positif
siakad unj sick web error mulu gws stickmoticons,-0.7184,Negatif
Already try to open Siakad from dawn already try to open it can't be patient again fasting,0.0,Positif
oh yes now the lecturer enters the value of friends forgot to fill in the Siakad lecture evaluation,0.802,Positif
"I asked Siakad, unin the contents of the biodata ka mgmt",0.0,Positif
UNJ Min is told to fill in Siakad how do you not understand when you open Siakad,0.0,Positif
to freshmen can be the contents of the biodata siakad please wait because the lecturer is contained UNJ UNJ,0.3182,Positif
"UNJ Min asked the contents of Siakad again, good",0.4404,Positif
unj ka ko kabisa log in,0.0,Positif
UNJ MIN SIAKAD SCHOOL OF SCHOOL NAME,0.0,Positif
LINK SIAKAD LINK BEM UNJ Link BEM Mathematics Kick,0.0,Positif
"Pund coton Signatly, tans exeded Padkad Bimk Bim Bimz Bimzer Bizer Bick Bizeru RAck erck erck Bizer Badcka Ruber kucke zinkucks",0.0,Positif
"Ka online form MABA UNJ I fill in the number regis Dr. Baak ka wrong, then I have sent the form but it is not",-0.2263,Negatif
"Sis, Pin Login Siakad Ka UNJ",0.0,Positif
"UNJ Min, Siakad's website doesn't open why",0.0,Positif
Siakad what link the link,0.0,Positif
"Siakad, what are the biodatasek websites for KRS, etc.",0.0,Positif
Eitss Ning Young must fill in your biodata Siakad on June,0.0,Positif
Leadership Budget Guidance GPA Minimum Mandatory Owned Active Rek BNI Name Siakad Different KTM Please Info,0.6486,Positif
mandatory belonging to the active account bni name siakad different ktm please write the info of the end of the blue map map,0.6486,Positif
Hi Kak Mahir teaching foreign languages to increase toefl Simak Info,0.3182,Positif
Repeaters class ciapie bg relay open the silah quota list siakad,0.0,Positif
"Info nich sis, teaching English level toefl course info click gt gt",0.4939,Positif
hi sis info want English info for info,0.0772,Positif
Flood UNJ DOODLY SIAKAD ERROR DOODLO COOL WITH PIC,-0.1027,Negatif
Hi joining Ipong perhaps the interest of original honey hubs via BB Ca,0.6486,Positif
"Info nich sis, teaching English level toefl course info click gt gt",0.4939,Positif
"Info nich sis, teaching English level toefl course info click gt gt",0.4939,Positif
Beautiful coffee waiting for Siakad UNJ at Black Canyon Coffee Pic,0.5994,Positif
Info Check Siakad UNJ Greetings Family Advocacy Unj TPM Bemunj,0.4215,Positif
prayer ttp pay january according to bank atm clock info check siakad unj,-0.1027,Negatif
siakad unj night friend curious ip semester yuk silah login confidently the results of the business betrayal,0.5859,Positif
seriously okok,-0.1779,Negatif
UNJ FAK,0.0,Positif
Congratulations on Siakad UNJ schedule haha,0.7845,Positif
Ngableh Enjoy Trying Boyfriend Unj Login Siakad Login in the Fighting of Youu Blubalabalah,0.1779,Positif
bomb clay patient value try opening up,-0.2023,Negatif
Enjoy try your boyfriend's boyfriend Login Siakad in the warning of Kamuu Blubalabalah,0.2023,Positif
"Min, Siakad can't open up, fill in KRS",0.0,Positif
hard to test patiently open siakad unj already test really patient zzzz,-0.1027,Negatif
wonder the academic administration of the big campus is a lot of complaining about the difficult access to check the contents of the KHSKRS UNJ,-0.5106,Negatif
morning until noon open siakad unj very smoothly eh turn the afternoon until it's really hard,-0.1761,Negatif
khs isi semester kakaaakk,0.0,Positif
Udh culture ckck siakad unj emg gin semester difficult to see ip contents krs min,-0.3612,Negatif
"My class UNJ is a siakad brake, the shayton",0.0,Positif
night siakad unj is a lot of semester,0.0,Positif
night siakad unj is a lot of semester,0.0,Positif
night siakad unj is a lot of semester,0.0,Positif
night siakad unj is a lot of semester,0.0,Positif
night siakad unj is a lot of smt,0.0,Positif
siakad unj emg gin semester difficult to see ip contents krs min,-0.3612,Negatif
waiting for patiently waiting for siakad to open patiently,0.0,Positif
siakad unj error until yodah is late,-0.4019,Negatif
endlessly waiting for the value of visit by Tulus Siakadunj,0.34,Positif
The KRS UMP KHS tab is now missing Siakadu appearing again on January SDG Exclusive Lecturer input Value,0.1779,Positif
Students Pay BLM Cantum Bright Siakad Data from Bank Blm SMP Pustikom TMN,0.3612,Positif
Access Siakad Tab KRS KHS Appears on January Priority Lecturer Value Priority,0.34,Positif
Admin Sub menu Content See KRSKHS Fill in KRS Open Student Access Please TKS Info,0.3182,Positif
can not open a lecture evaluation min contents evaluation,0.0,Positif
good morning pay ukt ester info on the evaluation of the Siakad Lecture Mandatory Fill,0.4215,Positif
UNJ Oh GTU Oya to Open Siakad KHS Column KHS to,0.0,Positif
UNJ like this already paid the UKT after I paid the UKT the Siakad Password Login Procedure,0.3612,Positif
"if you pay, but it's not a natural siakad, it's natural, please be patient, but you are patient, but the contents",0.5163,Positif
technical siakad please be patient but try to fill in the krs ttp,0.1655,Positif
how about the UNJ Sis Pay Siakad,-0.1027,Negatif
"duhh om, the web is accessing, I fill it",0.0,Positif
Update info on the contents of krs om need admin list information updates,0.0,Positif
the value of gender courses to build sociology input siakad unj student please check,0.5719,Positif
Routine website visit Facebook Twitter Yahoo Gmail Siakad Unj Google Utama,0.0,Positif
The Siakad value column is lost,0.0258,Positif
Ohiya remind you forgot to the contents of the Siakad lecture evaluation tomorrow December forgot,0.0,Positif
hello min info pay smt yet,-0.1027,Negatif
Kyak Kyak Ava Jacket Let's Order SMSWA FE BBM Follow,0.0,Positif
"uas wrong factor, of course the value of siakad minnasan seriously ganbatte",-0.34,Negatif
siakad lifting brother unj college lifting bang bks,0.0,Positif
Siakad Dapodik Site hehehe knows the facts,0.0,Positif
Hi Kak Mahir teaching foreign languages to increase toefl Simak Info,0.3182,Positif
"hi sis, the English teaching method does not believe the info",0.0,Positif
hello permission to share yes tricks to ride toefl on lt lt,0.5267,Positif
Siakad UNJ Simlitabmas,0.0,Positif
Hey Sis Chase the Toefl Score for GT Read,0.4278,Positif
Forbidden Cancel Subjects KRS Hub Pa Cancel Valid,-0.7003,Negatif
open siakad unj computer can't eh hp koplak bener thisdrprst sun ses try there is a survey service ngeselin unj yep parking puskomsiakad baak,0.296,Positif
"Help promote IKK Fair event, sis, min competition",0.765,Positif
Info KRS Fill in the Fill in the Schedule Good Krs Tfl Sept,0.4404,Positif
follback sis management unj class thank you UNJ,0.3612,Positif
Min Krs Maba Siakad's Love List Mentok,0.6369,Positif
Info Maba Fill in KRS Long Wednesday Sept Sept,0.0,Positif
Info Maba Fill in KRS Wednesday Date Sept,0.0,Positif
"oh night the night wrote, I saw Siakad UNJ's lecture schedule",0.0,Positif
If the quota is full of socialization krs ka ka quota is full of many times that can not be,0.0,Positif
min,0.0,Positif
hi ka new info play scholarships follow invite pin ec,0.4588,Positif
Chasing KRS Siakad UNJ GAES AT CAMPUS STATE UNIVERSITY JAKARTA,0.0,Positif
sexy code name paste mading different names of data siakad,0.5267,Positif
Forgot Password Password False Silah Academic Check Department Faculty of Pusticom Acid Email,0.0,Positif
Info KRS Quota Penyang Subjects Silah MKU for Add Quota,0.0,Positif
Class How Min Maba Contents KRS Date Sept,0.0,Positif
freshmen contents krs date sept,0.0,Positif
freshmen contents krs date sept inbpmfipunj fri sep maba contents krs date sept,0.0,Positif
for class AB how,0.0,Positif
ingo contents krs sexy code silah academic moves sexy code,0.7783,Positif
info contents krs quota full full academic academic adds to quota,0.0,Positif
UNJ SIAKAD has logged in the KRS Mading GD Kick DE,0.0,Positif
clear siakad contents krs sis atika,0.3818,Positif
Kyak Kyak Ava Bag Yuk Order SMSWA Reseller Discount Product Catalog Check MachosoDotcom,0.0,Positif
freshmen contents krs behavior please fill in the biodata first,0.3182,Positif
Maba KRS Fill in Biodata Terle Terle Bahulu,0.0,Positif
Fill in the KRS Fill in the KRS Schedule both KRS Septeember,0.0,Positif
how about the biodata biodata bomb,-0.4939,Negatif
cc contents krs fill the krs,0.0,Positif
What's the freshman,0.0,Positif
Fill in the KRS Fill in the KRS Schedule both KRS Septeember,0.0,Positif
"UNJ Sis Fill in Siakad, I have closed the Panikin from the general siakad kmrn bnr long ka",0.0,Positif
"Try to discuss the fb de group, ask Siakad there, Gup FB MPA PIPS UNJ",0.0,Positif
Open the CPNS site it's hard to open Siakad UNJ,-0.1027,Negatif
Unj how about Ka Siakad open,0.0,Positif
Forgot to fill in the biodata of the website siakad website BEM UNJ,0.0,Positif
Official oh that's okay sis sis,0.2263,Positif
Kaksaya Login Siakad Can't Turn on the Wrong Password of the Pusticom UNJ GDD,-0.4767,Negatif
"Min, I can't log in, the wrong password, it's really like a pay.",-0.2431,Negatif
Maba karas,0.0,Positif
remember the contents of the KTS on August,0.0,Positif
Siakad opens,0.0,Positif
UNJ Sis Siakad can't open up fear of notes,0.3875,Positif
IH CHEAPHHHHH Digiant Najizztttt Btw already filling in the biodata of Siakad check the tourism group UNJ deh fb filling KRS gmn,0.0,Positif
pass siakad sm ky noreg login passed out wrong cc gd pusticom unj,-0.4767,Negatif
UNJ MIMIN GANTENGKLO MANDIRI LOGIN SIAKAD Username Pass using Noreg still can't be min min,0.0,Positif
"Min, from earlier, I can't log in siakad min, the independent path, please help, please",0.743,Positif
try,0.0,Positif
log in siakad then pandu siakadnya,0.0,Positif
how about the contents of the course,0.0,Positif
Username Siakad Login Password Using the Reg Number SAME TRANSACTION ID KO I PAY BNI,-0.2103,Negatif
"UNJ Fill in Siakad, how do you please info thx",0.5859,Positif
MABA PAY MANDIRI BANK LOGIN SIAKAD PUSTIKOM Building,-0.2808,Negatif
hard to login siakad because the wrong password can be inbox directly no regreg facebook tourism unj unj check password,-0.6908,Negatif
CC Official Maba Pay Bank Mandiri Login Siakad Pustikom Building,-0.1027,Negatif
Info on Maba Pay Bank Mandiri Jkn Login Siakad Puskom Campus Building,-0.1027,Negatif
For Maba Paying Bank Mandiri Login Siakad Puskom Campus Building,0.0,Positif
MABA PAY MANDIRI BANK Username Password Siakad Untag Login After Paying,-0.2808,Negatif
UNJ I asked me to fill in the Siakadan Login Dulutapi the password using the communication style number,0.0772,Positif
"freshmen contents of the biodata in the weapon, please confirm",0.0258,Positif
UNJ Min Siakad ID Pass Pas Baak Lg back the file of love bpk,0.6369,Positif
UNJ MIN asking Bank Mandiri Password Login Siakad,0.0,Positif
pass pake noregist,0.0,Positif
how about the diploma has not come down to fill the contract,0.0,Positif
Info plissampe now it's not the contents of the krs because of the heart to disturb the smster ajaso changes,0.3612,Positif
KRS Contents Limit August,0.0,Positif
open siakad unj quickly bingit pic,0.0,Positif
web siakad unj doesn't open a commotion,0.0,Positif
UNJ Minn Siakad is difficult to access,-0.3612,Negatif
UNJ KA SIAKAD FIRST WAITING,0.0,Positif
Only Siakad UNJ Night Friend Ambassador Voice Re -Register,0.4939,Positif
"Min, I can't try it, why do you know, thank you, Paying Bank Mandiri, Usernamenoreg Passwor",0.3612,Positif
"Official try the wrong password like that, min",-0.1531,Negatif
Official winds near the said bank temple,0.0,Positif
login Karangi Failed to know Pasword Digit BRI BNI,-0.5106,Negatif
I don't want to fill in Siakad,-0.0572,Negatif
"Min, I have logged in, Siakad, enter the BNI BNI Receipt No.",0.0,Positif
how about the biodata of siakad,0.0,Positif
"UNJ will open the web siakad on a laptop, it can't open it, but from the cellphone, why",0.0,Positif
Sorry child ft unj lo udh filling out the bodies thaks,-0.0772,Negatif
how come sis,0.0,Positif
"UNJ Min asked to fill in the biodata of Siakad UNJ, how the new students are because they are told to log in",0.0,Positif
sorry before bidikmisi input krs report pr,-0.0772,Negatif
"Sis tried to open Siakad yesterday, how could you be able to fill it yet, sis",0.0,Positif
"Min, open siakad, can't",0.0,Positif
"sis, already fill in the biodata of siakadunj, after logging in to Siakad using BNI Slip KPN",0.0,Positif
wajib follow gt gt,0.4939,Positif
Official UNJ Sorry Min Maba Snm Login Siakad Blm Biodata Contents,-0.0772,Negatif
UNJ ISI USERNAME ADL NOREGISTRASI PASSWORD ADL NOTRANSAKS Structural ukt,0.0,Positif
CC full class of full quota of academic association of each faculty,0.0,Positif
UNJ Sis Password Login Siakad Maba Using Pin Intentions,0.0,Positif
UNJ Sis Password Login Siakad Using a Pin,0.0,Positif
PR dmna sis tmpatnyadgedung,0.0,Positif
UNJ Min Log In Siakad Password,0.0,Positif
"the mother is reporting the normal silakad, please input the KRS according to the schedule of the Bidik Mission",0.3182,Positif
"Sorry, MABA PAY LOGIN SIAKAD PAY DAY",-0.5523,Negatif
"Sorry, MABA PAY LOGIN SIAKAD PAY DAY",-0.5523,Negatif
MABA Pay Bank Mandiri Username Reg Password Noreg Silah Try,-0.1027,Negatif
Noreg password no transcuce digit as Maba Bayer,-0.296,Negatif
Aim for Normal KRS Contents Mission Try,0.0,Positif
"lift min, try normal",0.0,Positif
Aim for Normal KRS Contents Mission Try,0.0,Positif
Siakad smoothly aye like the spirit of DAGH AKH Lecture UNJ heheheh,0.4939,Positif
But what are you going to college,0.0,Positif
my eyes pegeel bbm twitter fb siakad unj google morning,0.0,Positif
Forgot Siakad Password CONCERNING DEPARTMENT Faculty of each Email Pusticom Acidpuskom Acid,0.0,Positif
full quota class full of academic association of each faculty,0.0,Positif
Fill in KRS August Lecture Semester September Good Krs Sd September,0.4404,Positif
Siakad Open Mababisa Input Biodata,0.0,Positif
Input KRS Bidik Mii Handya SKS Please report Pr Pustikom Pr. Input KRS Dapaat Normal,0.3182,Positif
Siakad Normal Silah input KRS according to the schedule of Bidik Mission input KRS please report PR,0.3182,Positif
Siakad Open Mababisa Input Biodata,0.0,Positif
"Min, Bidik Children, Mission, Ko, Fill in Krs Urus Pr",0.0,Positif
Siakads Academic Information System KYA BANK DATA ANK UNJ BIODATA ANK UNJ IN SIAKAD UDH Fill in Siakad,0.0,Positif
UNJ Sis filled Siakad Username the Password Thanks,0.4404,Positif
Fill in the biodata of Siakad on August,0.0,Positif
Complaints to Pay Pay Uktsiakad Report Reni Anggraeni Wait,-0.5423,Negatif
"We are sorry on August, the General Cover the UM UNJ results open on August",-0.0772,Negatif
"Siakad Login Unj, how about min",0.0,Positif
"Please admin, help how to panic, I am really scared of the problem",-0.6361,Negatif
"Dr. yesterday I tried to fill in the biodata save, please, sis, how to do the solution, please",0.8442,Positif
Sis admin please just open the web siakad late to fill in the biodata already entered the late minute conta,0.3182,Positif
Mg Genti,0.0,Positif
sorry siakad why don't open fail to login the wrong password already send an email,-0.1406,Negatif
"greetings sis, the website is siakad unj child bm error thank you",0.3818,Positif
"Hayooooo excited, yeah, the contents of KRS are defeated by Siakad",0.128,Positif
the semester payment limit on August,0.0,Positif
"Sorry, Mrifat Thufeil Pend Tata Food Tuesday yesterday reported siakad yet",-0.0772,Negatif
siakad forgot the password wrong email puskom acid puskom acid visit,-0.4767,Negatif
the Batak limit to pay the semester tomorrow is August,-0.1027,Negatif
Batak Pay Semester Tomorrow on August,-0.1027,Negatif
"Ibupak, why students of Bidikmisi note ip smt hny so the contents of KRS may only fill in SKS",0.0,Positif
Batak Pay Semester Tomorrow on August,-0.1027,Negatif
BEMJBBSI TMN UNJ Fill in Siakad Username is No Registration Pass Adl,-0.296,Negatif
"Fortunately, I have filled in KRS, lift near the complete information date, check Siakad UNJ",0.0,Positif
"Fill in the KRS lift near the complete information date, check siakad unj",0.0,Positif
Busehh fills in siakad unj mah kyk playing hunger games jankl alert is available through indicating the aug tmn tmn unj contents siakad username is no registration pass is no transaction receipt bni,-0.34,Negatif
UNJ Min Min Ask Saturday Saturday Sunday Siakad is free to pick up thanks,0.7351,Positif
Appear Siakad Maximal Mozilla Firefox Baru,0.0,Positif
List of Graduation Online Date Aguatus September,0.0,Positif
and aimed at KRS input gum mission waiting for PR recommendations,0.0,Positif
I already fill in Siakad UNJ when filling in KRS appeared not to pay for the semester money,0.0762,Positif
hook mpasiakad data stand on August PKL,0.0,Positif
give a lookicak thething,0.0,Positif
Kak Degree in KLOM Siakad Unj Mksudnya,0.0,Positif
Ridic Maba Mission input Biodata Siakad,0.0,Positif
Forgotten service Siakad Password Student Department of Faculty Each Email Pusticom Acid,-0.2263,Negatif
"Min, Knp IPS Fill in KRS",0.0,Positif
IP Child Bidikmisi Change the Siakad System Problem Thank you,-0.0516,Negatif
Fill in KRS on August Schedule Siakad Access Facial Page KRS Date September,0.0,Positif
freshmen contents biodata siakad tie the schedule of access siakad contents of the biodata quotation or punctuation,0.0,Positif
Siakad Lot is covered by UNJ,0.0,Positif
Schedule Fill in KRS Siakad Silah Schedule forgotten the contents according to the schedule,-0.2263,Negatif
UNJ Fill in Siakad,0.0,Positif
Understand Siakad UNJ,0.0,Positif
The contents of KRS Semesrer can see,0.0,Positif
The contents of KRS Semesrer can see,0.0,Positif
UNJ MIN MABA INPUT BIODATA SIAKAD PASSWORD LOGIN,0.0,Positif
Min Maba Bidik Mission SBMPTN Log in,0.0,Positif
UNJ MABA FOLLOWING THE GENERAL SIAKAD,0.0,Positif
TMN UNJ Fill in Siakad Username Adl No Registration Pass Adl No Transaction Receipt BNI,-0.5267,Negatif
Gengs Unj Info Schedule Open Siakad Fill in Krs Cc Kak Esa Kiky Others Pic,0.0,Positif
TMN UNJ Fill in Siakad Username Adl No Registration Pass Adl No Transaction of BNI Nasution Refreetness,-0.5267,Negatif
Official UNJ History Unj Sis Siakad Maba Task Filling in the Biodata Form Upload Photo,0.0,Positif
Siakad UNJ Open Open,0.0,Positif
LOGIN EXOL KAYA LOGIN SIAKAD UNJ,0.0,Positif
KRS input schedule for August semester students,0.0,Positif
"I want the SNMPTN web, open the website to list the fans list, the IP is complicated.",0.0772,Positif
"Yes, the contents of the Siakad Stand",0.4019,Positif
Unj children have difficulty logging in the exol website exactly like access to siakad crashed terooos,0.0258,Positif
UNJ Min Web Siakad UNJ Open Thanks,0.4404,Positif
Pay Ukt Forgot to Fill in the Biodata of the Bem Unj Siakad UNJ website,-0.1027,Negatif
"Min, I want to ask the Siakad Password Maba who forgot what",0.0772,Positif
Fill in Siakad UNJ Data August Fill in KRS MPA September Effective Lecture September,0.4767,Positif
siakad unj open forgiveness,0.2732,Positif
schedule for inputting the Siakad semester course according to the academic calendar,0.0,Positif
inputting the schedule of Siakad semester courses in July August,0.0,Positif
schedule for inputting the Siakad semester course according to the academic calendar,0.0,Positif
hello admin I login to see the results of ips koq mhn info,0.0,Positif
hey bep where ihh unj nasiakad udh,0.0,Positif
Siakad UNJ Open Masya Allah,0.0,Positif
UNJ KA KAI SIAKAD Salah there is a gimna ka ka ka fault when changing gabisa,-0.4019,Negatif
cieeeeeh Twitter account huahaha,0.0,Positif
Jamny opens Siakad,0.0,Positif
"UNJ Min, Siakad, it's hard to be opened, not print, how come the minsiakad is anjung",-0.1027,Negatif
SIAKAD UNJ's Human Danger Website,-0.5267,Negatif
Favorite Website For Twitter Facebook Youtube Google Siakad UNJ,0.4588,Positif
UNJ Sis want to ask the bomb to fill in Siakad how sis panicked sis,0.3182,Positif
MABA UNJ Adu Siakad Send SMS Advo Center Official Number,0.0772,Positif
MABA UNJ Adu Siakad Send SMS Advo Center Official Number,0.0772,Positif
UNJ KA PPL Registered Siakba How to register according to the schedule ehhh gin,0.0,Positif
MABA PROBLEMS OF SIAKAD PUSTICOM UNJ Campus Building,-0.5319,Negatif
Thank you very much NIM Maba Siakad Puskom Campus Building UNJ,0.3612,Positif
FT UNJ Students Problem with Siakad Pusticom Campus Building UNJ,-0.4019,Negatif
Siakad UNJ Kapantrims Access Schedule,0.0,Positif
Create Siakad Bem Ft UNJ Schedule Pusticom Complaints Pusticom Campus Building UNJ,-0.1531,Negatif
why is the form of school biodata form a school status of course,0.0,Positif
"Open Schedule for each lift, hope for help",0.6808,Positif
"UNJ UNJ Min Forgot to Fill Siakad Problem Gk Min, please, please, min",0.2263,Positif
format sms Name Faculty of Time Access SiakadKuhan Send TPM BEM UNJ UNJ advocacy dept,0.0,Positif
Greetings Advocacy Info Terntk Selrh Student UNJ Adu Siakad Prejuts the Advocacy of the BEM UNJ Center,0.4215,Positif
"Good evening, info on schedule to open a value check, let's see",0.6486,Positif
sis online data siakad means,0.0,Positif
UNJ Siakad Sis,0.0,Positif
May Mukzizat almost Siakad Unj IP Cave Aamiinn,0.0,Positif
SIAKAD OPEN SCHEDULE JUNI JULY,0.0,Positif
siakad unj again problem,-0.4019,Negatif
"there is a freshman that requires special difficult to fill in siakad, let's help the UPT UNJ LT space",0.4404,Positif
Difficult friends to open siakad please be patient with the server full because students open,0.4404,Positif
interviews using free politely Siakad interview,0.5106,Positif
AFA you have input the data siakad unj not yet,0.0,Positif
"Siakad now the server is an error open, try opening it at dawn night when it's quiet",-0.4019,Negatif
UNJ Min Blom Blom Login Siakad Fill in the ID NOREG PASS NOTRANCE TAKETP FAILURE SOLUTION MIN,-0.25,Negatif
List of PPL Siakad Meijuni Verification June like July November,0.3612,Positif
"Min, the contents of the students today can't be open, thank you",-0.2755,Negatif
not yet logged in and wrong password,-0.4767,Negatif
said lecturer MABA UNJ Siakad Biodata Input,0.0,Positif
Siakad's Biodata Input Biodata Input,0.0,Positif
can't be the contents of siakad must be online,0.0,Positif
"UNJ, if it's late, the contents of Siakad are at home the value of the paper diploma is Juliko Bs Ka",0.34,Positif
Siakad opens a lecturer,0.0,Positif
open siakad unj mager oath,0.0,Positif
"Info TMN MABA UNJ SNMPTN SNMPTN SIAKAD MPA, etc. Sila IniBesok Cont",0.0,Positif
Tomorrow the campus will stop by Siakad Lecture MPA Student Info UNJ etc.,-0.296,Negatif
"UNJ MIN MABA Tells the input of the web biodata siakad, I understand",0.0,Positif
"UNJ Min, the info is open to the siakad already",0.0,Positif
Complaints about the contents of Siakad etc. Friends of Maba UNJ SNMPTN directly tent adu advocacy baak,0.1027,Positif
UNJ SIAKAD Total Value of Punten Diploma Info,0.4005,Positif
UNJ Siakad Open the Username Password Rich Cantum Receipt Pay UKT,0.4939,Positif
hello min,0.0,Positif
UNJ Sis Siakad Password Change No,-0.296,Negatif
play mpa siakad etc. sila the group,0.34,Positif
Friends of Maba Join the FB MPA JBSA Group UJA YAAA CORE HELP PROCESS RECEIVE MABA MPA SIAKAD etc.,0.8286,Positif
"Fill in Siakad, please be patient server siakad, the exact access of the username is the noreg pass is the digit transaction number",0.3818,Positif
UNJ MIN SIAKAD OPEN PAS LOGIN READ PASSWORD SOMETHING SOLUTION,0.3182,Positif
complain about the contents of Siakad etc. Friends of MABA UNJ SNMPTN Direct Advocacy Tent,0.1531,Positif
UNJ UNJ Min Tanyakalo Siakad Value of Diploma how to teach the UN score diploma,0.34,Positif
Siakad open schedule,0.0,Positif
Siakad Fill in the KRS CARD STUDY STUDY REGISTRATION SEMESTER SEMESTER AND IP KHS CARD OF STUDY RESULTS,0.0,Positif
Siakad Academic Information System for Student Administration Online,0.0,Positif
UNJ Min MW MW SIAKAD PASSWORD,0.0,Positif
Siakad Maba Siakad Mandiri Test MPA Academic Scholarship Lecture here,0.0,Positif
"Friends of Siakad Lecture MPA Student Info UNJ, etc. please visit",0.6597,Positif
"UNJ Min, open the Siakadpassword, the wrong TRUSS",-0.4767,Negatif
"UNJ Min, open Siakadpassword, please, please info thanks",0.7579,Positif
Lift Open Siakad Open Schedule on June June,0.0,Positif
haai yeah alhamdulillah shabrilationurf hii maba unj if it's already filled with siakad not yet,0.296,Positif
mim login siakad wrong password even though it is correct ukt digit how min min unj,-0.4767,Negatif
UNJO KAKO SIAKAD DOES NOT SAVE DATE DATE DATE JULY JAVA,-0.3875,Negatif
"Unj, why is Siakad not the process of filling the biodata",0.0,Positif
UNJO KAKO SIAKAD NOT THE PROCESS OF THE PROCESS OF THE DATE,0.0,Positif
Ask Siakad Lecture MPA Info OTHER STUDENTS Other,0.0,Positif
Sana Siakad's freshman friends ask me to ask me how to go to college,0.4767,Positif
BEMJIKKUNJ SKRG Thursday June Yaaa Siakad Lift Access Schedule,0.0,Positif
from the Siakad Student Access Schedule,0.0,Positif
Afternoon hours of Siakad Access Schedule for Advanced Students,0.25,Positif
"now Thursday, June",0.0,Positif
"Min, Siakad UNJ UNJ schedule",0.0,Positif
Fill in the Siakadunj WEB MABA DATA LATE JAYA GIN JAM RABA,0.0,Positif
Please read the understanding of information in a confused tweet siakad sila stand bem unj thanks,0.4404,Positif
"Friends of Siakad Lecture MPA Student Info UNJ, etc. please visit",0.6597,Positif
Alhamdulillah Login Siakad CC Official UNJ Biology,0.0,Positif
UNJ Min open Siakad can open,0.0,Positif
anisa already saw siakad unj,0.0,Positif
"Min, the problem when the contents of the siakad when entering the value of the diploma can not",-0.0772,Negatif
UNJ KA BIO SIAKAD Understanding the status of lecture semester semester student status status,0.0,Positif
SIAKAD ACCESS SCHEDULE THURSDAY JUNE STUDENT STUDENT STUDENTS,0.0,Positif
good night how is the access siakad how the results,0.4404,Positif
Sis Bom Pay Pom Bombs Contents Siakad UNJ,-0.1027,Negatif
